,index,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
663,25.0,25,67,60.5,56,58,56.5,55,97,86.8,70,16,8.3,3,29.9,29.9,29.8,1.62
664,26.0,26,66,59.4,54,59,56.3,53,100,90.4,68,12,6.1,0,30.0,30.0,29.9,0.01
665,27.0,27,65,56.6,50,58,54.8,50,100,93.9,75,25,5.8,0,30.0,29.9,29.8,0.00
666,28.0,28,65,60.4,57,58,56.6,55,97,87.6,78,17,10.7,5,29.9,29.9,29.8,0.00
667,29.0,29,65,60.6,58,58,57.4,56,100,89.2,75,17,5.1,0,30.0,30.0,29.9,0.00
668,30.0,30,65,57.9,53,57,54.3,51,100,88.5,68,25,10.3,0,30.1,30.0,30.0,0.05
669,1.0,1,64,58.5,52,53,51.5,48,96,78.0,63,21,12.4,5,30.0,30.0,29.9,0.00
670,2.0,2,66,56.8,48,54,51.3,47,100,83.1,58,13,6.0,0,30.0,30.0,30.0,0.00
671,3.0,3,77,62.4,51,54,49.9,43,93,66.7,33,10,4.1,0,30.1,30.0,30.0,0.00
672,4.0,4,71,59.8,50,55,51.4,48,97,75.6,51,8,4.0,0,30.0,30.0,29.9,0.00
673,5.0,5,71,59.7,51,59,53.9,49,93,82.2,55,9,3.4,0,29.9,29.9,29.9,0.00
674,6.0,6,66,57.5,51,59,55.3,50,100,92.8,78,9,4.1,0,29.9,29.9,29.9,0.00
675,7.0,7,57,54.8,53,54,53.3,53,100,95.2,87,8,5.2,0,29.9,29.9,29.9,0.00
676,8.0,8,62,56.5,54,55,53.3,52,97,89.5,77,13,5.5,0,30.0,29.9,29.9,0.00
677,9.0,9,57,55.7,54,55,53.8,52,100,93.3,89,9,4.1,0,30.0,30.0,29.9,0.00
678,10.0,10,58,55.8,54,56,54.6,53,100,96.0,87,7,2.9,0,30.1,30.1,30.0,0.00
679,11.0,11,63,58.4,55,59,56.7,52,100,94.3,83,15,6.0,0,30.1,30.1,30.1,0.00
680,12.0,12,67,57.1,51,55,50.9,45,100,80.8,52,13,6.4,0,30.1,30.0,29.9,0.00
681,13.0,13,61,52.2,44,55,50.4,42,100,94.2,50,14,5.0,0,29.9,29.9,29.9,0.00
682,14.0,14,59,54.8,52,56,53.2,47,100,94.8,64,31,12.0,0,29.9,29.7,29.6,0.15
683,15.0,15,62,57.4,52,55,53.4,50,97,86.8,75,18,12.3,3,30.0,29.9,29.6,1.38
684,16.0,16,66,58.6,50,51,48.8,47,89,71.0,54,15,8.5,3,30.0,29.9,29.8,0.00
685,17.0,17,65,60.8,59,59,54.3,47,100,80.0,56,16,11.3,6,29.9,29.8,29.7,0.00
686,18.0,18,68,62.4,59,61,58.4,55,97,87.2,68,12,6.7,0,29.9,29.9,29.8,0.29
687,19.0,19,67,60.9,59,60,58.4,55,100,92.0,68,16,11.0,7,29.8,29.8,29.7,0.03
688,20.0,20,63,58.0,55,59,56.2,51,100,94.0,81,21,11.3,0,29.9,29.8,29.7,0.74
689,21.0,21,63,58.5,55,55,51.9,50,93,79.4,65,16,13.1,10,30.1,30.0,29.9,0.54
690,22.0,22,63,61.1,59,59,55.1,50,100,81.4,65,30,21.3,13,29.9,29.9,29.8,0.02
691,23.0,23,61,59.1,57,60,58.1,55,100,96.6,87,25,10.0,0,30.0,29.9,29.8,0.88
692,24.0,24,68,60.3,55,58,55.4,54,97,84.5,65,17,8.3,0,29.9,29.8,29.6,0.77
693,25.0,25,63,58.6,54,59,55.7,47,100,90.3,67,41,27.0,5,30.1,29.6,29.4,0.30
694,26.0,26,59,54.5,50,55,51.3,48,97,89.0,77,13,6.2,0,30.2,30.1,30.1,0.41
695,27.0,27,60,53.4,48,52,48.0,45,93,82.5,64,9,4.5,0,30.1,30.1,30.0,0.03
696,28.0,28,61,57.6,49,58,54.0,47,100,88.2,64,22,12.1,0,30.1,30.1,30.0,0.00
697,29.0,29,65,60.0,58,63,59.2,57,100,97.3,81,8,3.9,0,30.1,30.0,29.9,0.24
698,30.0,30,62,60.3,59,60,59.1,58,100,95.6,90,14,9.4,0,29.9,29.8,29.7,0.07
699,31.0,31,59,53.9,48,59,51.5,48,100,91.7,78,15,5.7,0,29.8,29.8,29.7,0.32
700,1.0,1,59,50.1,42,51,46.5,42,100,88.3,69,13,3.9,0,30.1,29.9,29.7,0.08
701,2.0,2,59,51.3,42,50,45.8,40,93,81.8,64,10,5.5,0,30.2,30.2,30.1,0.00
702,3.0,3,61,54.7,48,53,48.3,45,90,80.0,56,9,4.7,0,30.2,30.2,30.2,0.00
703,4.0,4,62,58.9,53,55,52.0,49,97,78.5,69,20,10.4,0,30.3,30.2,30.2,0.00
704,5.0,5,66,57.4,53,57,55.4,52,100,93.5,68,15,6.6,0,30.2,30.1,30.0,0.00
705,6.0,6,61,55.9,50,58,55.0,50,100,96.9,83,20,9.4,0,30.2,30.2,30.0,0.00
706,7.0,7,61,51.5,46,56,49.6,46,100,93.5,72,9,4.1,0,30.2,30.2,30.1,0.29
707,8.0,8,60,52.8,48,56,51.9,46,100,97.0,81,9,3.6,0,30.1,30.1,30.0,0.00
708,9.0,9,61,54.9,50,56,53.6,49,100,95.6,81,17,5.0,0,30.1,30.0,29.9,0.00
709,10.0,10,61,54.6,49,52,47.9,43,96,78.8,60,13,8.0,0,29.9,29.8,29.7,0.00
710,11.0,11,60,54.6,46,52,48.1,41,89,78.8,74,10,6.6,0,29.9,29.8,29.8,0.00
711,12.0,12,60,55.7,52,54,49.8,46,100,81.0,62,12,6.1,0,29.9,29.9,29.8,0.00
712,13.0,13,61,58.2,55,59,57.3,54,100,96.7,93,24,12.8,7,30.0,29.9,29.8,0.40
713,14.0,14,59,56.1,51,57,54.4,51,100,94.2,78,15,7.1,0,30.1,30.0,30.0,0.29
714,15.0,15,59,54.4,50,55,51.7,44,100,90.7,80,9,5.1,0,30.2,30.1,30.1,0.12
715,16.0,16,61,51.0,44,46,39.1,34,86,64.9,41,8,6.0,0,30.2,30.2,30.2,0.00
716,17.0,17,61,50.1,44,45,36.6,30,89,61.0,41,9,6.3,0,30.2,30.1,30.0,0.00
717,18.0,18,64,54.4,46,48,38.5,32,69,55.7,42,9,5.2,0,30.0,29.9,29.9,0.00
718,19.0,19,63,55.7,52,56,50.3,38,100,84.6,40,23,11.4,5,30.0,29.9,29.8,0.00
719,20.0,20,60,54.4,51,52,49.1,47,97,83.0,64,20,10.2,3,30.0,29.9,29.9,0.35
720,21.0,21,59,55.7,53,59,53.4,47,100,92.3,72,33,21.8,8,29.9,29.8,29.7,0.28
721,22.0,22,59,55.7,48,59,53.4,47,100,92.1,74,12,6.6,0,30.3,30.0,29.8,1.04
722,23.0,23,55,48.4,45,49,44.6,42,96,87.0,74,6,4.5,0,30.3,30.3,30.3,0.05
723,24.0,24,59,52.5,45,50,44.7,40,86,75.4,56,8,5.4,0,30.4,30.3,30.3,0.00
724,25.0,25,60,52.6,46,53,49.9,46,100,91.0,75,7,2.2,0,30.4,30.3,30.3,0.01
725,26.0,26,62,55.7,47,52,49.0,46,100,79.4,62,16,7.0,0,30.3,30.1,30.1,0.00
726,27.0,27,62,58.6,55,54,51.8,49,87,78.3,67,20,14.4,3,30.1,30.0,29.9,0.00
727,28.0,28,59,57.4,55,57,54.3,48,100,90.0,69,28,19.0,10,29.9,29.7,29.6,0.00
728,29.0,29,57,51.6,44,57,47.0,38,100,85.0,62,24,12.0,0,29.8,29.7,29.6,1.01
729,30.0,30,62,52.2,47,48,42.4,36,83,69.6,58,12,6.5,3,29.9,29.8,29.7,0.00
730,1.0,1,66,59.1,52,51,49.0,47,86,69.9,56,15,8.8,0,30.0,29.9,29.9,0.00
731,2.0,2,61,56.5,53,53,48.1,45,97,75.3,56,10,6.1,0,29.9,29.7,29.6,0.00
732,3.0,3,59,56.4,53,57,54.5,50,100,93.8,84,17,10.3,0,29.7,29.6,29.6,0.08
733,4.0,4,61,58.5,55,56,54.3,52,97,86.1,75,18,11.5,0,29.9,29.8,29.7,0.34
734,5.0,5,64,58.5,55,57,54.3,50,100,86.6,65,29,16.2,5,29.9,29.8,29.7,0.03
735,6.0,6,60,54.3,49,52,49.2,46,93,83.2,64,18,9.2,0,30.2,30.1,29.9,0.98
736,7.0,7,66,57.8,49,54,47.4,43,93,69.5,52,26,15.3,5,30.1,30.0,29.9,0.00
737,8.0,8,62,59.7,57,59,54.8,50,93,84.5,69,20,13.6,5,30.0,30.0,29.9,0.12
738,9.0,9,62,60.0,58,57,54.6,52,93,82.4,70,22,14.6,9,30.0,29.9,29.8,0.05
739,10.0,10,64,59.6,53,58,53.9,50,96,82.0,60,37,22.2,5,29.8,29.6,29.3,0.39
740,11.0,11,63,56.4,50,59,52.8,49,100,88.2,65,43,23.7,0,29.6,29.3,29.1,0.76
741,12.0,12,54,49.5,44,50,47.0,43,100,91.7,77,16,4.3,0,30.1,29.8,29.6,0.56
742,13.0,13,54,47.3,43,46,43.0,40,97,85.6,69,7,5.8,5,30.2,30.1,30.1,0.20
743,14.0,14,58,51.9,46,48,41.2,38,89,67.5,55,24,11.2,3,30.0,29.9,29.8,0.00
744,15.0,15,52,50.7,49,51,47.7,45,100,89.6,77,14,7.7,3,29.8,29.8,29.7,0.00
745,16.0,16,58,54.7,50,47,44.1,42,86,68.4,56,23,15.2,6,29.6,29.6,29.6,0.00
746,17.0,17,55,52.4,49,51,47.9,45,97,85.1,72,26,14.2,5,29.9,29.8,29.7,0.06
747,18.0,18,58,54.3,50,52,48.0,45,100,80.4,62,22,15.4,0,30.0,29.9,29.9,0.31
748,19.0,19,57,52.1,48,53,49.6,47,100,91.2,77,21,11.0,5,30.0,30.0,29.9,0.83
749,20.0,20,58,55.5,53,58,54.8,50,100,97.4,89,30,21.7,13,30.1,29.9,29.9,2.14
750,21.0,21,59,57.9,57,59,57.8,57,100,99.6,96,16,9.2,3,30.3,30.2,30.1,2.24
751,22.0,22,59,56.9,56,57,56.6,55,100,98.9,93,9,4.5,0,30.3,30.3,30.3,0.33
752,23.0,23,57,54.7,53,56,54.0,52,100,97.5,89,8,3.8,0,30.3,30.2,30.1,0.03
753,24.0,24,55,50.3,43,53,47.6,40,100,90.8,71,33,14.1,0,30.2,30.0,29.8,0.01
754,25.0,25,54,45.4,37,45,39.4,36,97,81.0,57,13,5.8,0,30.3,30.2,30.2,0.70
755,26.0,26,55,46.2,37,47,39.1,35,93,77.3,59,15,7.8,3,30.3,30.3,30.2,0.00
756,27.0,27,52,46.3,42,43,38.6,34,90,75.0,59,9,3.9,0,30.3,30.3,30.2,0.00
757,28.0,28,54,47.7,39,48,42.9,35,97,84.0,63,14,5.2,0,30.3,30.3,30.3,0.00
758,29.0,29,50,44.2,40,45,38.8,30,96,81.9,62,12,6.8,3,30.3,30.2,30.1,0.03
759,30.0,30,51,42.6,34,29,24.4,19,73,50.1,35,13,7.9,3,30.4,30.4,30.3,0.07
760,31.0,31,52,45.6,40,39,23.7,17,69,43.0,32,14,8.1,3,30.4,30.2,30.1,0.00
761,1.0,1,54,45.3,37,41,31.9,22,93,61.5,40,8,5.4,0,30.1,30.1,30.0,0.00
762,2.0,2,54,45.6,38,45,38.6,32,97,77.5,61,8,5.1,0,30.2,30.1,30.1,0.00
763,3.0,3,53,45.6,39,45,41.4,37,100,85.7,71,13,5.9,0,30.3,30.2,30.1,0.00
764,4.0,4,56,50.7,46,49,46.2,43,89,84.5,72,12,6.4,0,30.4,30.3,30.2,0.00
765,5.0,5,57,50.6,45,47,45.4,43,97,82.9,62,7,4.0,0,30.4,30.3,30.2,0.00
766,6.0,6,67,52.2,43,47,43.9,40,97,75.3,49,8,3.3,0,30.2,30.1,30.1,0.00
767,7.0,7,68,57.0,50,50,45.9,42,80,67.2,49,9,6.0,0,30.1,30.1,30.0,0.00
768,8.0,8,65,54.3,49,49,44.9,41,86,71.0,50,9,5.0,0,30.0,30.0,30.0,0.00
769,9.0,9,56,51.4,46,53,49.8,41,100,94.4,77,10,4.9,0,30.0,30.0,29.9,0.00
770,10.0,10,54,50.8,46,52,49.6,46,100,96.0,86,14,4.3,0,30.0,30.0,29.9,0.00
771,11.0,11,52,48.5,44,49,45.8,43,100,90.7,80,9,4.8,0,30.2,30.1,30.0,0.00
772,12.0,12,55,50.9,45,53,50.2,45,100,97.5,86,6,2.6,0,30.3,30.3,30.2,0.03
773,13.0,13,58,48.8,43,49,44.7,40,100,87.1,62,8,5.0,0,30.3,30.2,30.1,0.02
774,14.0,14,56,49.8,42,50,42.6,36,97,76.9,59,12,6.0,0,30.2,30.1,30.1,0.00
775,15.0,15,59,54.5,50,53,47.0,40,97,76.9,51,30,17.5,5,30.2,30.1,30.0,0.00
776,16.0,16,57,52.9,47,55,52.4,47,100,98.3,89,26,6.0,0,30.2,30.1,30.0,0.71
777,17.0,17,58,56.1,54,57,55.8,53,100,99.1,84,32,19.0,12,30.1,30.1,30.0,0.20
778,18.0,18,58,52.5,44,57,50.1,43,100,92.0,65,26,5.2,0,30.3,30.2,30.1,0.77
779,19.0,19,55,47.9,39,49,42.5,36,97,82.2,66,16,7.0,0,30.4,30.3,30.2,0.00
780,20.0,20,54,46.8,40,47,40.1,36,96,78.3,57,12,5.2,0,30.2,30.1,30.1,0.00
781,21.0,21,53,47.5,40,47,41.2,34,93,79.3,59,9,5.2,0,30.2,30.1,30.1,0.00
782,22.0,22,60,49.7,44,50,46.1,41,100,88.3,64,7,3.7,0,30.4,30.3,30.1,0.00
783,23.0,23,59,51.5,43,52,48.7,43,100,90.6,62,10,4.9,0,30.4,30.4,30.3,0.00
784,24.0,24,60,49.4,44,53,48.0,43,100,95.2,72,9,3.5,0,30.3,30.2,30.1,0.00
785,25.0,25,71,53.9,46,51,46.3,42,100,77.9,44,10,5.0,0,30.1,30.0,29.9,0.00
786,26.0,26,57,51.7,45,52,49.7,43,100,93.3,72,9,4.7,0,30.0,29.9,29.9,0.00
787,27.0,27,55,50.0,46,52,48.5,46,100,94.7,86,9,4.2,0,30.2,30.1,30.0,0.00
788,28.0,28,59,51.4,44,52,47.3,42,97,86.7,64,7,4.4,0,30.2,30.2,30.2,0.00
789,29.0,29,56,51.7,44,51,48.6,44,100,89.5,77,13,5.9,0,30.2,30.1,30.1,0.00
790,30.0,30,58,48.9,42,51,47.0,41,100,93.6,72,15,4.8,0,30.1,30.1,30.0,0.00
791,31.0,31,66,53.6,45,50,43.8,39,97,71.2,43,10,4.9,0,30.1,30.0,29.9,0.00
792,1.0,1,59,53.8,48,54,50.0,43,100,87.5,62,16,4.5,0,30.1,30.1,30.0,0.00
793,2.0,2,56,55.4,52,56,55.3,51,100,99.4,96,15,11.6,6,30.1,30.1,30.0,0.50
794,3.0,3,56,55.6,55,56,55.5,54,100,99.7,96,21,13.3,0,30.1,30.0,30.0,2.20
795,4.0,4,56,54.3,53,54,53.5,50,100,97.0,80,20,10.2,6,30.0,29.9,29.7,0.39
796,5.0,5,63,58.5,56,55,52.9,49,90,82.2,65,38,24.5,17,29.7,29.6,29.4,0.03
797,6.0,6,59,56.9,55,58,56.3,53,100,97.7,87,39,20.4,9,29.5,29.5,29.4,1.50
798,7.0,7,60,56.5,54,56,53.3,50,97,89.4,69,45,25.8,7,29.9,29.7,29.4,2.29
799,8.0,8,64,57.3,51,54,51.3,48,100,81.3,60,30,14.7,0,29.9,29.6,29.5,0.36
800,9.0,9,56,53.6,49,55,49.9,44,97,87.3,71,40,19.9,5,30.3,29.9,29.4,0.28
801,10.0,10,54,49.3,45,47,44.1,42,93,82.8,66,9,6.0,0,30.3,30.2,30.1,0.18
802,11.0,11,56,48.6,44,50,45.1,41,100,88.5,64,7,1.9,0,30.2,30.1,30.1,0.00
803,12.0,12,60,49.8,41,51,46.7,41,100,90.0,62,12,3.4,0,30.2,30.1,30.1,0.00
804,13.0,13,54,49.7,45,51,48.4,44,100,95.7,80,10,5.3,0,30.1,30.1,30.1,0.00
805,14.0,14,61,51.3,42,52,46.8,42,100,86.2,62,13,5.4,0,30.2,30.1,30.1,0.00
806,15.0,15,70,57.2,46,50,44.6,40,93,65.7,36,14,5.0,0,30.1,30.0,29.9,0.00
807,16.0,16,67,54.6,49,52,46.1,39,100,75.2,40,8,5.8,0,30.0,29.9,29.9,0.00
808,17.0,17,54,51.6,48,50,49.3,48,100,91.7,83,10,7.6,3,30.2,30.1,30.0,0.00
809,18.0,18,55,51.6,45,51,48.9,44,100,90.6,77,12,4.0,0,30.2,30.2,30.2,0.00
810,19.0,19,59,51.1,44,52,48.3,44,100,90.7,70,15,6.5,0,30.2,30.1,30.1,0.00
811,20.0,20,58,54.6,51,51,48.1,41,89,79.0,66,21,13.8,8,30.1,30.1,30.0,0.00
812,21.0,21,58,53.9,48,49,42.0,28,83,65.9,35,22,12.7,5,30.0,30.0,29.9,0.00
813,22.0,22,59,52.8,46,46,30.8,21,67,44.1,28,16,8.2,0,30.0,30.0,30.0,0.00
814,23.0,23,62,53.8,46,44,27.0,17,74,37.5,20,16,8.3,0,30.2,30.1,30.0,0.00
815,24.0,24,58,50.0,42,46,34.2,22,93,58.9,30,10,5.8,0,30.3,30.3,30.3,0.00
816,25.0,25,57,48.3,38,48,43.0,36,97,82.8,62,22,10.4,0,30.4,30.3,30.2,0.00
817,26.0,26,56,51.1,47,52,49.7,43,100,94.9,77,16,7.6,0,30.2,30.1,29.9,0.00
818,27.0,27,53,49.6,46,51,48.1,46,100,94.8,80,16,6.6,0,29.9,29.8,29.7,0.00
819,28.0,28,61,50.5,42,47,41.8,31,100,76.3,38,15,7.2,0,30.0,29.8,29.7,0.23
820,1.0,1,58,50.2,44,46,36.3,26,77,60.2,36,23,11.8,0,30.0,30.0,29.9,0.00
821,2.0,2,54,49.9,43,45,42.3,38,83,75.4,66,26,14.9,3,30.0,29.9,29.8,0.00
822,3.0,3,55,46.2,39,44,40.1,34,96,79.9,61,17,6.4,0,30.1,30.0,30.0,0.00
823,4.0,4,56,47.5,39,46,41.0,35,97,79.6,57,8,4.9,0,30.2,30.1,30.0,0.00
824,5.0,5,59,48.8,39,45,41.0,37,100,76.7,49,9,4.5,0,30.3,30.3,30.2,0.00
825,6.0,6,55,49.0,41,49,45.1,37,100,86.8,71,13,6.9,0,30.3,30.3,30.2,0.00
826,7.0,7,50,46.0,40,48,45.5,39,100,98.2,89,9,3.9,0,30.2,30.1,30.1,0.00
827,8.0,8,49,46.7,44,47,45.7,44,100,96.8,90,7,2.5,0,30.1,30.1,30.0,0.00
828,9.0,9,51,48.3,46,49,47.5,46,100,97.0,86,12,5.6,0,30.1,30.0,29.9,0.00
829,10.0,10,54,48.8,46,50,48.0,46,100,97.1,80,18,10.9,5,29.9,29.9,29.8,0.00
830,11.0,11,56,53.3,52,54,51.0,47,100,91.9,74,18,7.3,0,30.2,30.0,29.9,0.00
831,12.0,12,60,54.4,51,54,52.8,50,100,94.9,78,12,6.1,0,30.3,30.3,30.1,0.53
832,13.0,13,56,52.2,51,54,51.8,51,100,98.8,90,15,8.5,0,30.1,30.1,30.0,0.00
833,14.0,14,60,56.3,54,57,52.4,45,100,87.9,62,15,7.6,3,30.1,30.0,29.9,0.03
834,15.0,15,58,52.4,50,53,51.0,46,100,95.6,69,25,11.2,0,30.1,30.0,29.8,0.22
835,16.0,16,57,50.6,43,52,49.3,43,100,95.4,81,10,4.1,0,30.1,30.0,30.0,1.00
836,17.0,17,57,52.2,49,49,47.8,46,96,85.3,72,9,5.8,0,30.2,30.1,30.0,0.00
837,18.0,18,59,51.5,42,51,47.6,41,100,87.3,72,20,8.7,0,30.2,30.1,30.1,0.00
838,19.0,19,57,50.2,43,52,48.0,42,100,92.5,77,10,3.9,0,30.1,30.1,30.0,0.00
839,20.0,20,59,50.9,45,54,49.5,45,100,95.5,72,21,8.3,0,30.1,30.0,29.9,0.00
840,21.0,21,57,52.4,48,53,50.9,48,100,94.8,81,8,4.6,0,30.1,30.1,30.0,0.62
841,22.0,22,54,52.3,49,54,50.3,46,100,92.8,80,24,10.4,0,30.1,30.0,30.0,0.19
842,23.0,23,54,50.7,47,53,47.7,43,100,89.5,80,30,18.5,3,30.2,30.1,30.0,0.69
843,24.0,24,55,52.9,50,54,51.4,47,100,94.6,80,15,6.0,0,30.3,30.2,30.1,1.77
844,25.0,25,59,53.5,48,54,50.9,48,100,91.3,74,14,7.0,0,30.3,30.3,30.2,0.08
845,26.0,26,54,52.2,50,54,51.8,50,100,98.8,93,12,5.0,0,30.2,30.1,30.1,0.00
846,27.0,27,56,52.2,50,53,51.2,50,100,96.6,84,12,5.3,0,30.3,30.1,30.1,0.00
847,28.0,28,58,51.3,44,50,47.6,43,100,87.7,72,21,8.2,0,30.3,30.3,30.2,0.12
848,29.0,29,59,50.0,44,51,47.7,44,100,92.2,62,14,6.4,0,30.3,30.2,30.1,0.00
849,30.0,30,55,51.9,50,51,49.3,48,100,90.6,80,9,3.9,0,30.1,30.1,30.0,0.00
850,31.0,31,57,51.9,44,52,46.9,41,100,84.3,60,15,7.7,0,30.3,30.2,30.0,0.22
851,1.0,1,56,49.1,41,47,41.3,37,86,75.1,64,29,14.2,3,30.3,30.3,30.2,0.01
852,2.0,2,56,49.8,44,46,41.5,37,90,73.4,63,21,12.2,0,30.3,30.3,30.3,0.00
853,3.0,3,55,48.3,40,48,43.3,38,97,83.7,59,8,3.4,0,30.3,30.2,30.2,0.00
854,4.0,4,55,49.0,42,47,42.1,38,97,78.7,55,9,4.0,0,30.2,30.1,29.9,0.00
855,5.0,5,49,44.6,39,43,40.7,36,96,86.5,71,22,10.4,0,29.9,29.8,29.7,0.00
856,6.0,6,48,46.1,42,46,43.0,39,97,89.3,74,30,17.7,8,29.8,29.7,29.7,1.25
857,7.0,7,53,45.5,40,45,42.1,39,97,88.6,69,15,9.2,3,30.0,29.8,29.7,2.88
858,8.0,8,56,48.6,42,48,43.0,38,97,81.8,66,13,6.0,0,30.1,30.1,30.0,0.02
859,9.0,9,56,49.2,42,50,45.3,40,100,86.7,77,10,5.3,0,30.1,30.0,29.9,0.00
860,10.0,10,56,50.4,45,48,45.8,43,97,84.9,69,8,4.7,0,30.0,30.0,29.9,0.00
861,11.0,11,57,51.3,44,51,46.5,42,97,84.3,69,18,12.4,0,30.1,30.1,30.0,0.00
862,12.0,12,57,47.9,39,49,43.1,38,100,84.3,64,13,6.8,0,30.1,30.1,30.0,0.08
863,13.0,13,55,47.0,42,48,43.8,40,97,89.2,66,22,10.8,0,30.2,30.1,30.0,0.00
864,14.0,14,54,46.9,40,43,40.6,38,97,79.7,64,16,8.3,3,30.4,30.4,30.2,0.81
865,15.0,15,57,50.5,44,46,41.9,36,83,72.8,59,26,16.2,6,30.4,30.3,30.1,0.07
866,16.0,16,60,51.5,43,49,45.9,39,93,81.5,49,15,7.7,0,30.1,30.0,30.0,0.00
867,17.0,17,56,49.8,44,52,47.9,43,100,93.5,80,16,4.4,0,30.1,30.1,30.0,0.00
868,18.0,18,58,50.7,44,49,48.0,44,100,90.8,72,20,7.1,0,30.1,30.0,29.9,0.00
869,19.0,19,60,50.3,44,53,48.3,43,100,93.3,72,15,5.7,0,29.9,29.9,29.8,0.00
870,20.0,20,52,49.2,48,50,48.4,47,100,97.2,89,8,2.7,0,29.9,29.8,29.8,0.00
871,21.0,21,58,52.6,50,51,48.2,43,96,85.1,77,31,12.2,0,29.9,29.9,29.9,0.00
872,22.0,22,54,50.5,47,43,42.0,38,83,73.1,57,31,24.1,17,30.0,29.9,29.9,0.00
873,23.0,23,53,48.9,44,49,45.3,41,100,87.9,74,16,6.0,0,30.0,29.9,29.9,0.00
874,24.0,24,54,47.7,43,50,45.8,43,100,93.5,74,13,3.2,0,30.0,29.9,29.9,0.12
875,25.0,25,56,50.4,46,49,46.3,45,96,86.2,74,10,3.2,0,30.1,30.0,29.9,0.00
876,26.0,26,58,52.1,46,50,46.6,44,97,82.2,67,9,5.3,0,30.2,30.2,30.1,0.00
877,27.0,27,62,53.0,47,54,50.8,46,100,92.7,72,10,4.4,0,30.1,30.1,30.0,0.00
878,28.0,28,57,51.2,0,53,49.2,0,100,91.2,0,22,7.4,0,30.1,30.1,30.0,0.00
879,29.0,29,57,49.2,43,46,44.8,41,97,85.7,64,28,11.1,0,30.1,30.1,30.1,0.00
880,30.0,30,58,52.1,46,47,44.7,41,90,76.4,65,20,13.2,0,30.1,29.9,29.8,0.00
881,1.0,1,56,49.2,42,50,46.2,41,100,89.9,77,20,6.2,0,29.9,29.9,29.8,0.00
882,2.0,2,54,50.0,48,49,47.5,46,100,91.6,80,20,6.3,0,29.9,29.9,29.8,0.00
883,3.0,3,53,49.5,47,48,47.1,45,100,91.4,83,14,4.8,0,29.9,29.9,29.8,0.00
884,4.0,4,56,51.8,49,47,45.9,44,93,80.9,69,14,7.8,0,30.0,30.0,29.9,0.00
885,5.0,5,57,50.1,42,49,44.9,40,97,83.2,67,25,12.7,0,30.0,30.0,30.0,0.00
886,6.0,6,56,50.0,42,46,44.0,40,93,80.4,69,29,15.8,0,30.0,30.0,29.9,0.00
887,7.0,7,55,50.9,47,47,45.0,43,90,80.6,72,26,17.3,7,30.0,29.9,29.8,0.00
888,8.0,8,57,51.3,46,48,47.1,44,100,85.9,72,18,10.7,0,29.9,29.9,29.8,0.00
889,9.0,9,53,50.8,49,50,48.8,48,100,93.0,83,20,6.9,0,30.1,30.0,30.0,0.00
890,10.0,10,57,52.3,50,52,49.9,49,100,91.7,77,20,9.6,0,30.1,30.1,30.0,0.00
891,11.0,11,56,50.2,48,49,47.3,45,100,90.4,72,26,16.3,10,30.0,30.0,29.9,0.00
892,12.0,12,57,50.0,41,48,44.6,39,97,82.2,66,13,5.3,0,30.0,29.9,29.9,0.00
893,13.0,13,55,50.2,42,49,45.3,41,96,83.6,69,9,3.0,0,29.9,29.9,29.9,0.00
894,14.0,14,57,51.3,45,52,48.3,43,100,89.7,80,12,5.1,0,29.9,29.8,29.8,0.00
895,15.0,15,58,52.8,49,51,49.3,47,97,87.7,75,15,4.6,0,30.0,29.9,29.8,0.00
896,16.0,16,58,52.8,49,52,49.9,47,100,89.8,80,13,4.9,0,30.0,30.0,29.9,0.00
897,17.0,17,57,53.2,51,51,49.5,48,92,87.0,80,15,6.7,3,30.0,30.0,29.9,0.00
898,18.0,18,58,53.7,50,52,50.0,49,96,87.4,77,12,6.5,0,30.1,30.1,30.0,0.00
899,19.0,19,58,53.6,51,53,51.0,49,100,91.2,75,13,6.2,0,30.1,30.0,30.0,0.00
900,20.0,20,56,53.2,52,52,50.9,50,97,92.0,84,14,4.5,0,30.0,29.9,29.9,0.00
901,21.0,21,58,54.3,53,54,52.5,51,100,93.7,84,8,5.8,0,29.9,29.9,29.9,0.00
902,22.0,22,60,54.0,50,54,51.7,48,100,92.0,78,16,7.7,0,30.1,30.0,29.9,0.00
903,23.0,23,58,53.3,50,52,50.7,49,100,91.7,78,22,7.2,0,30.1,30.1,30.0,0.00
904,24.0,24,56,52.6,51,51,50.0,48,100,91.0,80,20,7.8,0,30.1,30.0,29.9,0.00
905,25.0,25,55,52.0,50,51,49.7,49,100,91.8,80,22,8.3,0,29.9,29.9,29.9,0.00
906,26.0,26,56,52.1,50,51,49.7,49,100,91.2,80,18,7.6,0,29.9,29.9,29.9,0.00
907,27.0,27,55,51.7,51,52,50.0,49,100,93.7,86,14,6.2,0,30.0,30.0,30.0,0.00
908,28.0,28,54,52.0,51,52,50.3,49,100,94.0,86,10,6.3,0,30.0,30.0,30.0,0.00
